,time,likes,no:rt,clean_tweet,sentiment,polarity,subjectivity
0,"2021-04-12, 21:00",0,0,Biggest Losers 1 hr Bitcoin Standard Hashrate Token BTCST 5 84 MaidSafeCoin MAID 5 52 SwissBorg,negative,-0.1,0.1
1,"2021-04-12, 21:00",1,0,Top 5 Cryptocurrencies Current Prices Bitcoin BTC 60 156 99 0 09 Ethereum ETH 2 151 34 0 44 Bina,positive,0.25,0.45
2,"2021-04-12, 21:00",0,0,on the 04 12 2021 at 09 00 1BTC was worth 60061 00 Bitcoin Crypto BotcoinUSD Bitfinex,positive,0.3,0.1
3,"2021-04-12, 21:01",0,1,New Bitcoin block 00 840be452159338efb634b29c6fe133f64287a825d574c 2469 transactions transferred a total of 8871,positive,0.06818181818181818,0.6022727272727273
4,"2021-04-12, 21:03",0,0,The current price of bitcoin is 60 105 00 It has increased by 0 796 in the last 24 hours bitcoin btc cryptocurrency,neutral,0.0,0.23333333333333334
5,"2021-04-12, 21:08",0,8,RT How to Use the BZ Telegram Bot to Trade Bitcoin in Kenya You will be able to learn how to buy amp sell Bitcoin Ethereum u,positive,0.5,0.625
6,"2021-04-12, 21:09",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
7,"2021-04-12, 21:15",1,0,The current price of Bitcoin is 60038 00 The current price of BCash is 672 36 or 0 01119891 BTC The current pr,neutral,0.0,0.4000000000000001
8,"2021-04-12, 21:15",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
9,"2021-04-12, 21:20",0,0,1 Bitcoin price is 59971 16 0 14 1h 2 Ethereum price is 2146 57 0 25 1h 3 Binance Coin price is 595 94,neutral,0.0,0.0
10,"2021-04-12, 21:28",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
11,"2021-04-12, 21:32",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
12,"2021-04-12, 21:44",0,15,RT defi Pre sale live Official time 10 00 Apr 06 2021 05 00 Apr 15 2021 UTC Pre sale Price 1 BALL 0 078 BNB Release Price,positive,0.13636363636363635,0.5
13,"2021-04-12, 21:44",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
14,"2021-04-12, 21:44",6,4,avax AVAXUSD avaxusdt Avalanche coin binance Bitcoin elliot elliott Elliottwave ew EW Avax Avalanche U,neutral,0.0,0.0
15,"2021-04-12, 21:45",0,4,RT avax AVAXUSD avaxusdt Avalanche coin binance Bitcoin elliot elliott Elliottwave ew EW Avax Avalanche Usdt Usdc,neutral,0.0,0.0
16,"2021-04-12, 21:45",0,0,Every hour past 00 and 30 we will tweet CryptoCurrency Market Report in USD and every hour past 15 and 45 we wil,negative,-0.25,0.25
17,"2021-04-12, 21:46",0,4,RT avax AVAXUSD avaxusdt Avalanche coin binance Bitcoin elliot elliott Elliottwave ew EW Avax Avalanche Usdt Usdc,neutral,0.0,0.0
18,"2021-04-12, 21:50",0,0,CAB Kiosk Cynthia Abrafi Bitcoin Virtual Investment Store 1 20 50 100 200 500 1 000 Greater Toront,positive,0.5,0.5
19,"2021-04-12, 21:51",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
20,"2021-04-12, 21:54",2,1,Amazon AMZN 6 00 Rewards Love It BTC ALGO Algorand The Blockchain For FutureFi Listen To My Album X Files Thi,positive,0.5,0.6
21,"2021-04-12, 21:55",1,1,I did a quick sniper shot on Amazon AMZN 6 00 Rewards Love It BTC ALGO Algorand The Blockchain For FutureFi L,positive,0.41666666666666663,0.55
22,"2021-04-12, 21:56",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
23,"2021-04-12, 22:00",0,0,Crypto highlights as of 2021 04 12 18 00 02 Bitcoin 59 998 48 0 73 Ethereum 2 147 54 0 6,neutral,0.0,0.0
24,"2021-04-12, 22:00",0,0,The price of Spaghetti alla Carbonara is 18 337 Satoshis or 0 00018337 BTC 1 BTC 59 933 00 USD 1 USD 1 669 Sat,neutral,0.0,0.0
25,"2021-04-12, 22:00",0,1,RT Amazon AMZN 6 00 Rewards Love It BTC ALGO Algorand The Blockchain For FutureFi Listen To My Album X Files This A,positive,0.5,0.6
26,"2021-04-12, 22:00",0,1,RT I did a quick sniper shot on Amazon AMZN 6 00 Rewards Love It BTC ALGO Algorand The Blockchain For FutureFi List,positive,0.41666666666666663,0.55
27,"2021-04-12, 22:00",0,0,Top 5 Cryptocurrencies Current Prices BTC 60 090 80 Bitcoin 0 15 ETH 2 149 12 Ethereum 0 15,positive,0.25,0.45
28,"2021-04-12, 22:02",0,0,on the 04 12 2021 at 10 02 1BTC was worth 59961 00 Bitcoin Crypto BotcoinUSD Bitfinex,positive,0.3,0.1
29,"2021-04-12, 22:03",2,0,The current price of bitcoin is 60 034 00 It has increased by 0 904 in the last 24 hours bitcoin btc cryptocurrency,neutral,0.0,0.23333333333333334
30,"2021-04-12, 22:03",0,0,Tue Apr 13 00 03 27 2021 19 33 USD 59 904 40 Wght 228 545 Blk 678 963 Size 1 340 8 Txs 2 255 Pool 49 980 79 4 MB bitcoin,neutral,0.0,0.0
31,"2021-04-12, 22:11",0,0,Tue Apr 13 00 10 50 2021 7 23 USD 59 874 50 Wght 228 431 Blk 678 964 Size 1 108 8 Txs 990 Pool 50 537 79 0 MB bitcoin,neutral,0.0,0.0
32,"2021-04-12, 22:13",1,0,Tue Apr 13 00 13 20 2021 2 30 USD 59 902 91 Wght 228 539 Blk 678 965 Size 1 132 2 Txs 2 231 Pool 48 724 78 3 MB bitcoin,neutral,0.0,0.0
33,"2021-04-12, 22:14",0,0,New Bitcoin block 00 92e532302e059f4851920013f9fd354de40d76a52bbc6 990 transactions transferred a total of 3604 2,positive,0.06818181818181818,0.6022727272727273
34,"2021-04-12, 22:15",0,0,The current price of Bitcoin is 59914 00 The current price of BCash is 673 18 or 0 01123577 BTC The current pr,neutral,0.0,0.4000000000000001
35,"2021-04-12, 22:15",0,0,1 Bitcoin equals 59 894 00 United States Dollar XRP ETH,neutral,0.0,0.0
36,"2021-04-12, 22:18",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
37,"2021-04-12, 22:20",1,0,1 Bitcoin price is 59952 97 0 25 1h 2 Ethereum price is 2146 23 0 06 1h 3 Binance Coin price is 599 31,neutral,0.0,0.0
38,"2021-04-12, 22:26",0,182,RT KickEX Deposit Contest Make a deposit from 10 USD in BTC ETH USDT and win 100 USDT 13 00 1st July 8 00 14th July,positive,0.8,0.4
39,"2021-04-12, 22:26",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
40,"2021-04-12, 22:27",0,0,Amazon AMZN 6 00 Rewards Love It BTC ALGO Algorand The Blockchain For FutureFi Listen To X Files This Album,positive,0.5,0.6
41,"2021-04-12, 22:27",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
42,"2021-04-12, 22:27",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
43,"2021-04-12, 22:28",0,0,Amazon AMZN 6 00 Rewards Love It BTC ALGO Algorand The Blockchain For FutureFi Listen To My Album X Files Thi,positive,0.5,0.6
44,"2021-04-12, 22:29",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
45,"2021-04-12, 22:30",0,42,RT Safe Protocol SAFEP LISTING Safe Protocol SAFEP will be listed on April 15th at 20 00 KST,positive,0.5,0.5
46,"2021-04-12, 22:30",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
47,"2021-04-12, 22:36",0,0,We did it lads that s an ATH of 100 000 00 per Bitcoin Pack it in time to hit saylor up for that 100k party,neutral,0.0,0.0
48,"2021-04-12, 22:38",0,0,Tue Apr 13 00 37 53 2021 24 33 USD 59 932 77 Wght 228 653 Blk 678 966 Size 1 437 1 Txs 2 304 Pool 51 010 79 1 MB bitcoin,neutral,0.0,0.0
49,"2021-04-12, 22:44",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
50,"2021-04-12, 22:49",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
51,"2021-04-12, 22:55",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
52,"2021-04-12, 22:55",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
53,"2021-04-12, 22:56",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
54,"2021-04-12, 22:56",0,0,Tue Apr 13 00 55 41 2021 17 48 USD 60 044 99 Wght 229 081 Blk 678 967 Size 1 400 9 Txs 1 753 Pool 52 551 80 7 MB bitcoin,neutral,0.0,0.0
55,"2021-04-12, 23:00",0,0,The price of Spaghetti alla Carbonara is 18 307 Satoshis or 0 00018307 BTC 1 BTC 60 030 10 USD 1 USD 1 666 Sat,neutral,0.0,0.0
56,"2021-04-12, 23:00",1,0,Top 5 Cryptocurrencies Current Prices BTC 60 100 19 Bitcoin 0 09 ETH 2 151 65 Ethereum 0 01,positive,0.25,0.45
57,"2021-04-12, 23:00",0,0,on the 04 12 2021 at 11 00 1BTC was worth 60091 00 Bitcoin Crypto BotcoinUSD Bitfinex,positive,0.3,0.1
58,"2021-04-12, 23:02",0,0,Apr 12 2021 7 00 PM Bs2 276 210 VES USD 2 35 Avg 24h Bs2 214 641 VES USD Bs136 669 60M VES BTC 2 37,neutral,0.0,0.0
59,"2021-04-12, 23:03",0,0,The current price of bitcoin is 60 044 00 It has decreased by 0 030 in the last 24 hours bitcoin btc cryptocurrency,negative,-0.13333333333333333,0.3888888888888889
60,"2021-04-12, 23:04",1,0,BRK A 402 620 00 and BTC 59 971 79 Do you really think that it can t go up I own none but if I could own one f,positive,0.4666666666666666,0.7333333333333334
61,"2021-04-12, 23:08",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
62,"2021-04-12, 23:11",0,7116,RT I wish I had kept my 1 700 BTC 0 06 instead of selling them at 0 30 now that they re 8 00 bitcoin,neutral,0.0,0.0
63,"2021-04-12, 23:12",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
64,"2021-04-12, 23:15",0,0,The current price of Bitcoin is 60049 00 The current price of BCash is 673 66 or 0 01121850 BTC The current pr,neutral,0.0,0.4000000000000001
65,"2021-04-12, 23:20",0,0,1 Bitcoin price is 60068 12 0 16 1h 2 Ethereum price is 2150 37 0 18 1h 3 Binance Coin price is 601 19,neutral,0.0,0.0
66,"2021-04-12, 23:23",0,1996,RT Early in FB 2007 Early in 2011 Early in Bitcoin 2012 Early in AMZN 2014 Early in TSLA 2015 Early in S,positive,0.09999999999999999,0.3
67,"2021-04-12, 23:27",0,15,RT defi Pre sale live Official time 10 00 Apr 06 2021 05 00 Apr 15 2021 UTC Pre sale Price 1 BALL 0 078 BNB Release Price,positive,0.13636363636363635,0.5
68,"2021-04-12, 23:36",0,0,The BTC price is at 59976 79 right now Compared to the last tweet the price has increased by 1 36 0 00,positive,0.14285714285714285,0.3011904761904762
69,"2021-04-12, 23:41",0,0,The Lizard GOD s Are Giving Out Gifts Amazon AMZN 6 00 Rewards Love It BTC ALGO Algorand The Blockchain For F,positive,0.5,0.6
70,"2021-04-12, 23:43",0,0,Reptilian Humanoid Is What I We Want To Gift You All Amazon AMZN 6 00 Rewards Love It BTC ALGO Algorand The B,positive,0.5,0.6
71,"2021-04-12, 23:48",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
72,"2021-04-12, 23:49",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
73,"2021-04-12, 23:53",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
74,"2021-04-12, 23:54",0,0,carter I just noticed on their website the amount of bitcoin per 1000 shares is actually 0 94 and not 1 00,neutral,0.0,0.1
75,"2021-04-12, 23:56",18,3,My thoughts on bitcoin right now I think it will close a tiny red daily candle now and just after 0 00 GMT will g,positive,0.07142857142857142,0.2589285714285714
76,"2021-04-12, 23:56",0,3,RT My thoughts on bitcoin right now I think it will close a tiny red daily candle now and just after 0 00 GMT will gain press,positive,0.07142857142857142,0.2589285714285714
77,"2021-04-12, 23:57",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
78,"2021-04-12, 23:57",0,15,RT defi Pre sale live Official time 10 00 Apr 06 2021 05 00 Apr 15 2021 UTC Pre sale Price 1 BALL 0 078 BNB Release Price,positive,0.13636363636363635,0.5
79,"2021-04-12, 23:58",1,0,EOSUP USDT Volume increase detected Spike 556 001 00 USDT 24h Vol 16 169 559 41 USDT Get ALL the alerts her,neutral,0.0,0.0
80,"2021-04-13, 00:00",0,0,The price of Spaghetti alla Carbonara is 18 371 Satoshis or 0 00018371 BTC 1 BTC 59 823 70 USD 1 USD 1 672 Sat,neutral,0.0,0.0
81,"2021-04-13, 00:00",0,0,Crypto highlights as of 2021 04 12 20 00 02 Bitcoin 59 856 62 0 23 Ethereum 2 139 25 0 53,neutral,0.0,0.0
82,"2021-04-13, 00:00",2,1,New Crypto Daily Candle BTC 59 911 00 0 13 ETH 2 142 48 0 36 ADA 1 32 4 24 DOT 40 56 1 9,positive,0.06818181818181818,0.22727272727272727
83,"2021-04-13, 00:00",0,3,RT My thoughts on bitcoin right now I think it will close a tiny red daily candle now and just after 0 00 GMT will gain press,positive,0.07142857142857142,0.2589285714285714
84,"2021-04-13, 00:02",1,0,3 524 005 TRX LONGED 0 1293975 13 04 21 00 02 42 FTX TRX PERP Every human screwed by a bank makes bit,neutral,0.0,0.1
85,"2021-04-13, 00:03",0,0,on the 04 13 2021 at 12 03 1BTC was worth 59874 00 Bitcoin Crypto BotcoinUSD Bitfinex,positive,0.3,0.1
86,"2021-04-13, 00:03",0,0,The current price of bitcoin is 59 882 00 It has decreased by 0 323 in the last 24 hours bitcoin btc cryptocurrency,negative,-0.13333333333333333,0.3888888888888889
87,"2021-04-13, 00:05",0,0,BTC Close 59910 00 USD 116 00 High 61262 00 Low 59655 00 bitcoin btc,positive,0.08,0.41999999999999993
88,"2021-04-13, 00:05",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
89,"2021-04-13, 00:06",3,0,BTC 1 463 35 104 52 ETH 1 692 43 120 89 ADA 1 781 72 127 27 BNB 3 185 45 227 53 DOGE 1 7,neutral,0.0,0.0
90,"2021-04-13, 00:08",0,1,RT New Crypto Daily Candle BTC 59 911 00 0 13 ETH 2 142 48 0 36 ADA 1 32 4 24 DOT 40 56 1 9,positive,0.06818181818181818,0.22727272727272727
91,"2021-04-13, 00:13",1,0,Bitcoin Current Price 60 120 29 Bitcoin Target Price 100 000 00 60,neutral,0.0,0.4
92,"2021-04-13, 00:15",0,0,The current price of Bitcoin is 60131 00 The current price of BCash is 674 89 or 0 01122366 BTC The current pr,neutral,0.0,0.4000000000000001
93,"2021-04-13, 00:20",0,0,1 Bitcoin price is 60217 94 0 44 1h 2 Ethereum price is 2154 14 0 37 1h 3 Binance Coin price is 598 21,neutral,0.0,0.0
94,"2021-04-13, 00:24",6,0,I m discussing Crypto N Coffee Bitcoin BTC Who Where Why with Jay Mac mineyourbiz Simon C,neutral,0.0,0.0
95,"2021-04-13, 00:26",0,48,RT The Cricket is BACK 14 00 GMT IPL Place your bets now 1 SPunjab Kings 1 83 WINNER 2 R,neutral,0.0,0.0
96,"2021-04-13, 00:27",0,48,RT The Cricket is BACK 14 00 GMT IPL Place your bets now 1 SPunjab Kings 1 83 WINNER 2 R,neutral,0.0,0.0
97,"2021-04-13, 00:28",0,0,Half hourly price update USDT BSV Bitcoin 263 64 Dead forks BTC Blockstream Turd Coin 60251 00 BCH BTrash 678 39,negative,-0.18333333333333335,0.2833333333333333
98,"2021-04-13, 00:28",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
99,"2021-04-13, 00:29",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
100,"2021-04-13, 00:29",9,4,Pump Alert ARDR USDT on Binance Price increase 7 63 Volume 19 00 ARDR USDT binance crypto bitcoin,neutral,0.0,0.0
101,"2021-04-13, 00:30",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
102,"2021-04-13, 00:31",0,7,RT New Listing BKEX will list PUNDIX Trading pair PUNDIX USDT Trading time 14 00 on Apr 9 UTC 8,positive,0.13636363636363635,0.45454545454545453
103,"2021-04-13, 00:32",0,9,RT New Listing BKEX will list BOSON Trading pair BOSON USDT Trading time 17 00 on Apr 9 UTC 8,positive,0.13636363636363635,0.45454545454545453
104,"2021-04-13, 00:35",0,4,RT Pump Alert ARDR USDT on Binance Price increase 7 63 Volume 19 00 ARDR USDT binance crypto bitcoin cryptoa,neutral,0.0,0.0
105,"2021-04-13, 00:39",2,0,MFT Rocket Signal detected Pump Alert Detected Last Price 0 02380300 Let s watch the trade live on Binance,positive,0.06818181818181818,0.2833333333333333
106,"2021-04-13, 00:40",0,0,If you invested your 1 400 00 stimulus check on 03 16 21 when bitcoin was 55 805 70 your investment is now worth,positive,0.3,0.1
107,"2021-04-13, 00:40",0,0,If you invested your 600 00 stimulus check on 01 07 21 when bitcoin was 39 204 70 your investment is now worth,positive,0.3,0.1
108,"2021-04-13, 00:43",0,0,760M Worth Of Bitcoin Transferred From Coinbase Ahead Of IPO Report Shows,positive,0.3,0.1
109,"2021-04-13, 00:44",5,0,XRP USDT 1 90 2 00 Target if this goes as planned btc Bitcoin crypto Ripple,neutral,0.0,0.0
110,"2021-04-13, 00:45",3,1,REP Rocket Signal detected Pump Alert Detected Last Price 52 50900000 Let s watch the trade live on Binance,positive,0.06818181818181818,0.2833333333333333
111,"2021-04-13, 00:55",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
112,"2021-04-13, 00:56",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
113,"2021-04-13, 00:59",0,0,Bexpress Pro Daily Market Price as of April 13 2021 09 00 AM PHT Download now Play Store,neutral,0.0,0.0
114,"2021-04-13, 00:59",0,0,MicroStrategy says non employee directors to get fee in bitcoin Reuters Price of BTC at 00 59 07 60 433 4126 S,neutral,0.0,0.0
115,"2021-04-13, 01:00",0,0,The price of Spaghetti alla Carbonara is 18 195 Satoshis or 0 00018195 BTC 1 BTC 60 399 90 USD 1 USD 1 656 Sat,neutral,0.0,0.0
116,"2021-04-13, 01:00",0,0,Average Bitcoin market price is USD 60 410 00 EUR 50 659 37,negative,-0.15,0.39999999999999997
117,"2021-04-13, 01:00",15,1,Crypto fees avg amp stats for the past 24 hours gt Bitcoin 18 94 tx paid in fees gt Ethereum 13 79 tx paid i,negative,-0.25,0.25
118,"2021-04-13, 01:00",0,0,on the 04 13 2021 at 01 00 1BTC was worth 60427 00 Bitcoin Crypto BotcoinUSD Bitfinex,positive,0.3,0.1
119,"2021-04-13, 01:02",0,611,RT 100 to someone who retweets this and upvotes refer to picture in 6 hours giveaway bitcoin et,neutral,0.0,0.0
120,"2021-04-13, 01:03",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
121,"2021-04-13, 01:03",0,0,2 716 BTC 162 640 000 USD move from multiple addresses to unknown wallet Date 2021 04 13 00 59 56 GMT 0,negative,-0.05,0.3
122,"2021-04-13, 01:03",2,0,The current price of bitcoin is 60 440 00 It has increased by 1 013 in the last 24 hours bitcoin btc cryptocurrency,neutral,0.0,0.23333333333333334
123,"2021-04-13, 01:12",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
124,"2021-04-13, 01:12",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
125,"2021-04-13, 01:15",0,0,The current price of Bitcoin is 60411 00 The current price of BCash is 671 21 or 0 01111072 BTC The current pr,neutral,0.0,0.4000000000000001
126,"2021-04-13, 01:20",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
127,"2021-04-13, 01:20",0,0,1 Bitcoin price is 60292 87 0 37 1h 2 Ethereum price is 2152 24 0 09 1h 3 Binance Coin price is 593 34,neutral,0.0,0.0
128,"2021-04-13, 01:26",0,4,RT Pump Alert ARDR USDT on Binance Price increase 7 63 Volume 19 00 ARDR USDT binance crypto bitcoin cryptoa,neutral,0.0,0.0
129,"2021-04-13, 01:28",0,0,Half hourly price update USDT BSV Bitcoin 261 66 Dead forks BTC Blockstream Turd Coin 60269 95 BCH BTrash 669 00,negative,-0.18333333333333335,0.2833333333333333
130,"2021-04-13, 01:29",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
131,"2021-04-13, 01:30",0,0,Bitcoin price in US Dollar BTC usd BTCUSD XBT xbtusd BTC Price Now 60 308 00 USD Avg Last Hour 60 341,neutral,0.0,0.06666666666666667
132,"2021-04-13, 01:34",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
133,"2021-04-13, 01:42",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
134,"2021-04-13, 01:55",0,0,Hourly Price Alert BTC rose by 1 13 to 60 609 00 LTC dropped by 0 39 to 251 82 ETH rose by 0 66 to 2 164,positive,0.6,0.95
135,"2021-04-13, 01:55",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
136,"2021-04-13, 02:00",0,0,The price of Spaghetti alla Carbonara is 18 129 Satoshis or 0 00018129 BTC 1 BTC 60 622 60 USD 1 USD 1 650 Sat,neutral,0.0,0.0
137,"2021-04-13, 02:00",0,0,Crypto highlights as of 2021 04 12 22 00 02 Bitcoin 60 676 56 1 2 Ethereum 2 166 46 0 81,neutral,0.0,0.0
138,"2021-04-13, 02:00",0,0,Bitcoin Fear Index on google search statistics higher more market fear Bitcoin BTC crypto cryptocurrency,positive,0.375,0.5
139,"2021-04-13, 02:00",0,0,Bitcoin on Monday moved lower with 0 24 lower to 59 860 00 crypto btc More at,positive,0.5,0.5
140,"2021-04-13, 02:01",0,0,on the 04 13 2021 at 02 01 1BTC was worth 60741 00 Bitcoin Crypto BotcoinUSD Bitfinex,positive,0.3,0.1
141,"2021-04-13, 02:03",0,0,The current price of bitcoin is 60 940 00 It has increased by 1 775 in the last 24 hours bitcoin btc cryptocurrency,neutral,0.0,0.23333333333333334
142,"2021-04-13, 02:06",0,0,BTC 1 482 01 105 86 ETH 1 713 02 122 36 ADA 1 763 95 126 00 BNB 3 149 98 225 00 DOGE 1 7,neutral,0.0,0.0
143,"2021-04-13, 02:14",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
144,"2021-04-13, 02:15",1,0,The current price of Bitcoin is 60662 00 The current price of BCash is 673 39 or 0 01110069 BTC The current pr,neutral,0.0,0.4000000000000001
145,"2021-04-13, 02:20",0,0,1 Bitcoin price is 60566 13 0 58 1h 2 Ethereum price is 2162 25 0 38 1h 3 Binance Coin price is 581 63,neutral,0.0,0.0
146,"2021-04-13, 02:21",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
147,"2021-04-13, 02:23",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
148,"2021-04-13, 02:31",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
149,"2021-04-13, 02:37",0,0,In Venezuela if you have 1 Bitcoin you are a billionaire 1 Bitcoin 143 520 000 000 Bolivars That is the amou,neutral,0.0,0.0
150,"2021-04-13, 02:41",0,0,New listing BOSON Trading pair BOSON USDT Signup in CoinEx OPEN,positive,0.06818181818181818,0.4772727272727273
151,"2021-04-13, 02:45",0,624,RT If Chainlink Hits 50 00 This Week Giving away 50 00 to every person that leaves a comment retweets and likes this,neutral,0.0,0.0
152,"2021-04-13, 02:47",0,0,New listing RNDR Trading pair RNDR USDT Signup in CoinEx Distri,positive,0.13636363636363635,0.45454545454545453
153,"2021-04-13, 02:47",1,0,Luno Malaysia Bitcoin Promo code NTTZK Get FREE MYR25 worth of Bitcoin How 1 Sign up with my invite link 2,positive,0.35,0.45
154,"2021-04-13, 02:48",0,48,RT The Cricket is BACK 14 00 GMT IPL Place your bets now 1 SPunjab Kings 1 83 WINNER 2 R,neutral,0.0,0.0
155,"2021-04-13, 02:55",0,0,New Bitcoin block 00 a0ee60abd1ae047d41a8cd5e56b7be07b8ecfe232fa1f 2200 transactions transferred a total of 544 8,positive,0.06818181818181818,0.6022727272727273
156,"2021-04-13, 02:57",0,0,30MIN BTC USD 60 782 31 Besides dipping below 60K for a short time BTC has continued to show more support in the,positive,0.25,0.4
157,"2021-04-13, 03:00",1,1,Price of Bitcoin U 60 830 56 U 50 941 29 R 350 281 00 24H change 1 92 Week change 3 50 Month,neutral,0.0,0.0
158,"2021-04-13, 03:00",1,1,The price of Spaghetti alla Carbonara is 18 074 Satoshis or 0 00018074 BTC 1 BTC 60 805 00 USD 1 USD 1 645 Sat,neutral,0.0,0.0
159,"2021-04-13, 03:03",1,0,The current price of bitcoin is 60 915 00 It has increased by 2 054 in the last 24 hours bitcoin btc cryptocurrency,neutral,0.0,0.23333333333333334
160,"2021-04-13, 03:07",0,35,RT 50 in bitcoin to someone that tags 5 friends Follows Myself amp sign up for this place,neutral,0.0,0.0
161,"2021-04-13, 03:09",0,0,New Bitcoin block 00 b1a4bb05e7978ea99ad6206d1b9456b3307956c5c75d7 2306 transactions transferred a total of 7806,positive,0.06818181818181818,0.6022727272727273
162,"2021-04-13, 03:10",2,1,Bitcoin BTC Current Price 61 048 14 1 Hour 1 00 24 Hours 1 89 7 Days 3 79 btc bitcoin,neutral,0.0,0.4
163,"2021-04-13, 03:14",0,1434,RT 100 to someone who retweets this and follows joins telegram in 24 hours giveaw,neutral,0.0,0.0
