,time,open,close,high,low,volume
41,2021-04-19 09:23:00,56782.0,56822.0,56822.97747554,56782.0,0.12544738
42,2021-04-19 09:22:00,56748.0,56778.0,56806.0,56748.0,3.0475555500000002
43,2021-04-19 09:21:00,56785.0,56746.0,56786.0,56746.0,3.17803935
44,2021-04-19 09:20:00,56806.0,56781.0,56848.0,56772.0,5.2343154
45,2021-04-19 09:19:00,56839.0,56799.0,56849.0,56779.0,2.38608817
46,2021-04-19 09:18:00,56761.0,56839.0,56839.0,56758.0,2.12156594
47,2021-04-19 09:17:00,56661.0,56801.0,56801.0,56661.0,11.86749058
48,2021-04-19 09:16:00,56626.0,56622.0,56639.0,56618.0,4.33934538
49,2021-04-19 09:15:00,56699.0,56621.0,56699.0,56621.0,3.46622371
50,2021-04-19 09:14:00,56709.0,56700.0,56745.0,56700.0,0.37585413
51,2021-04-19 09:13:00,56689.0,56709.0,56714.0,56686.0,0.084
52,2021-04-19 09:12:00,56676.0,56704.01324768,56737.34147987,56669.0,0.99700973
53,2021-04-19 09:11:00,56708.0,56596.0,56729.0,56596.0,27.80834566
54,2021-04-19 09:10:00,56800.0,56701.0,56800.0,56696.0,7.00501065
55,2021-04-19 09:09:00,56900.0,56803.0,56900.0,56800.0,0.85293508
56,2021-04-19 09:08:00,56969.0,56900.0,56974.0,56900.0,3.3798851599999997
57,2021-04-19 09:07:00,56925.0,56970.9141,56970.9141,56925.0,0.09966009
58,2021-04-19 09:06:00,56943.0,56925.0,56946.0,56925.0,1.1602406
59,2021-04-19 09:05:00,56887.92680684,56951.0,56951.0,56887.92680684,1.05328306
60,2021-04-19 09:04:00,56939.26970107,56888.0,56943.0,56888.0,1.43845639
61,2021-04-19 09:03:00,56918.0,56939.0,56939.0,56913.0,1.78430501
62,2021-04-19 09:02:00,56834.0,56912.0,56927.0,56834.0,0.40608064
63,2021-04-19 09:01:00,56888.26880644,56833.0,56946.84051436,56833.0,3.2385552
64,2021-04-19 09:00:00,56793.0,56889.0,56889.31445263,56793.0,0.64986241
65,2021-04-19 08:59:00,56860.0,56793.0,56860.0,56791.0,1.11515583
66,2021-04-19 08:58:00,56841.0,56861.0,56865.0,56835.0,0.59529396
67,2021-04-19 08:57:00,56857.0,56848.0,56857.0,56848.0,0.07158431
68,2021-04-19 08:56:00,56831.0,56890.0,56890.0,56831.0,4.2927439
69,2021-04-19 08:55:00,56830.0,56832.2331,56873.0,56830.0,1.95020639
70,2021-04-19 08:54:00,56935.86726,56830.0,56935.86726,56829.0,8.76738527
71,2021-04-19 08:53:00,56968.0,56936.0,56968.0,56936.0,0.03396629
72,2021-04-19 08:52:00,56974.0,56994.0,56994.0,56974.0,0.09445246
73,2021-04-19 08:51:00,56926.0,56991.0,56991.0,56926.0,0.5380336800000001
74,2021-04-19 08:50:00,56906.0,56921.0,56928.0,56900.0,0.30863091000000004
75,2021-04-19 08:49:00,56935.0,56907.0,56935.0,56902.0,1.51905391
76,2021-04-19 08:48:00,57030.0,56934.34711662,57030.0,56934.34711662,1.0748725000000001
77,2021-04-19 08:47:00,57058.0,57027.0,57083.0,57027.0,1.08764333
78,2021-04-19 08:46:00,57032.0,57060.0,57060.0,57024.0,2.14381044
79,2021-04-19 08:45:00,57018.0,57008.0,57058.0,57008.0,2.0708543699999997
80,2021-04-19 08:44:00,57014.0,57018.0,57018.0,57014.0,0.015
81,2021-04-19 08:43:00,56974.0,56996.0,57034.0,56971.0,4.17966223
82,2021-04-19 08:42:00,56989.0,56973.23203575,56989.0,56973.23203575,0.84860691
83,2021-04-19 08:41:00,57035.72544527,56988.0,57035.72544527,56988.0,4.41709078
84,2021-04-19 08:40:00,57007.0,57037.11418949,57043.0,57000.0,0.32819007
85,2021-04-19 08:39:00,57076.0,57007.0,57076.0,57007.0,0.20988517
86,2021-04-19 08:38:00,57007.0,57075.460636,57092.87415105,57007.0,9.68044447
87,2021-04-19 08:37:00,57137.0,57007.0,57137.0,57007.0,2.84867502
88,2021-04-19 08:36:00,57111.0,57136.511824,57136.511824,57111.0,0.17093631
89,2021-04-19 08:35:00,57054.0,57110.0,57111.0,57054.0,0.20198189
90,2021-04-19 08:34:00,57021.0,57053.0,57053.0,57018.0,2.40413564
91,2021-04-19 08:33:00,57012.0,57003.0,57021.0,57003.0,3.6675934
92,2021-04-19 08:32:00,56971.0,57001.0,57009.0,56971.0,0.76755288
93,2021-04-19 08:31:00,56947.0,56970.0,56970.0,56908.0,3.68547183
94,2021-04-19 08:30:00,56902.0,56949.0,56977.0,56902.0,0.49701074
95,2021-04-19 08:29:00,56927.0,56901.0,56953.0,56900.0,6.84126725
96,2021-04-19 08:28:00,57002.83244544,56927.0,57002.83244544,56927.0,0.61886137
97,2021-04-19 08:27:00,56941.0,57010.0,57034.96470492,56941.0,8.31005159
98,2021-04-19 08:26:00,57035.0,56945.0,57037.0,56922.0,17.64716162
99,2021-04-19 08:25:00,57088.0,57035.0,57088.0,57034.0,3.8362008199999997
100,2021-04-19 08:24:00,57079.0,57088.0,57111.0,57079.0,0.86757902
101,2021-04-19 08:23:00,57090.206874,57060.0,57090.206874,57053.0,1.19049301
102,2021-04-19 08:22:00,57136.484724,57090.206874,57148.0,57090.206874,2.00821307
103,2021-04-19 08:21:00,57118.0,57148.80694984,57176.0,57118.0,4.28357218
104,2021-04-19 08:20:00,57116.0,57118.0,57144.0,57110.0,1.6679529
105,2021-04-19 08:19:00,57119.0,57130.0,57133.24639582,57095.0,0.91797348
106,2021-04-19 08:18:00,57151.0,57114.02498318,57151.0,57091.19959635,7.3590785599999995
107,2021-04-19 08:17:00,57194.0,57151.0,57194.51464861,57151.0,0.54177766
108,2021-04-19 08:16:00,57172.0,57203.0,57210.0,57166.588812,2.4519382800000002
109,2021-04-19 08:15:00,57158.316124,57185.0,57185.0,57150.0,7.43082649
110,2021-04-19 08:14:00,57205.48560818,57152.0,57205.48560818,57152.0,3.6926310499999997
111,2021-04-19 08:13:00,57201.0,57209.0,57210.0,57201.0,0.7134621800000001
112,2021-04-19 08:12:00,57202.0,57202.0,57243.7695185,57202.0,0.51803139
113,2021-04-19 08:11:00,57227.68293783,57201.0,57227.68293783,57201.0,2.1700276499999998
114,2021-04-19 08:10:00,57270.0,57227.68293783,57270.0,57227.68293783,5.44175425
115,2021-04-19 08:09:00,57270.0,57293.0,57331.0,57259.676845,1.80351779
116,2021-04-19 08:08:00,57268.0,57259.0,57334.0,57259.0,1.05709393
117,2021-04-19 08:07:00,57300.0,57268.0,57300.0,57259.0,1.3412089299999999
118,2021-04-19 08:06:00,57308.0,57302.0,57363.0,57302.0,9.34564394
119,2021-04-19 08:05:00,57333.62982373,57311.0,57333.62982373,57260.0,0.96989938
120,2021-04-19 08:04:00,57499.50426133,57334.83181182,57499.50426133,57334.83181182,8.76738975
121,2021-04-19 08:03:00,57459.04672535,57500.0,57500.0,57459.04672535,4.42864521
122,2021-04-19 08:02:00,57337.23586918,57456.27139525,57466.0,57337.23586918,2.69242617
123,2021-04-19 08:01:00,57358.8716548,57340.0,57373.0,57336.03388109,1.54171989
124,2021-04-19 08:00:00,57323.0,57356.0,57356.0,57323.0,2.59699749
125,2021-04-19 07:59:00,57357.0,57334.0,57357.0,57314.114872,2.14691029
126,2021-04-19 07:58:00,57302.0,57356.0,57357.0,57301.0,0.86383704
127,2021-04-19 07:57:00,57322.64584061,57301.03413575,57357.0,57301.03413575,2.89712498
128,2021-04-19 07:56:00,57378.0,57322.0,57386.0,57322.0,5.51796283
129,2021-04-19 07:55:00,57443.91151788,57413.89526113,57476.32907517,57393.0,14.7437709
130,2021-04-19 07:54:00,57386.0,57444.0,57444.0,57345.0,2.60104915
131,2021-04-19 07:53:00,57349.211178,57387.0,57387.0,57349.0,1.6862806799999999
132,2021-04-19 07:52:00,57399.6380103,57345.0,57408.0,57329.0,3.68793935
133,2021-04-19 07:51:00,57341.0,57399.48745789,57399.48745789,57341.0,8.41502401
134,2021-04-19 07:50:00,57329.0,57341.0,57353.0,57327.82589768,2.51839111
135,2021-04-19 07:49:00,57321.0,57333.088689,57348.20294496,57311.04479992,3.21678174
136,2021-04-19 07:48:00,57376.97054112,57337.0,57376.97054112,57317.0,2.31918151
137,2021-04-19 07:47:00,57362.0,57375.0,57377.0,57331.0,0.5673080500000001
138,2021-04-19 07:46:00,57388.0,57362.0,57391.0,57362.0,1.66350521
139,2021-04-19 07:45:00,57326.630286,57379.0,57397.0,57326.630286,3.01201687
140,2021-04-19 07:44:00,57270.0,57325.0,57326.0,57270.0,1.82674857
141,2021-04-19 07:43:00,57243.0,57261.0,57269.0,57243.0,5.13861091
142,2021-04-19 07:42:00,57258.0,57244.0,57268.0,57243.0,0.01787328
143,2021-04-19 07:41:00,57259.0,57277.0,57285.0,57253.56442758,0.09035061999999999
144,2021-04-19 07:40:00,57271.0,57265.0,57279.0,57265.0,0.6603972300000001
145,2021-04-19 07:39:00,57323.0,57258.0,57323.0,57258.0,1.20476404
146,2021-04-19 07:38:00,57360.476712,57322.0,57393.0,57322.0,0.7337477800000001
147,2021-04-19 07:37:00,57321.0,57359.0,57365.0,57287.0,1.33948111
148,2021-04-19 07:36:00,57349.0,57314.0,57364.14465847,57307.0,2.03437426
149,2021-04-19 07:35:00,57300.0,57347.0,57349.0,57275.0,4.70470036
150,2021-04-19 07:34:00,57307.0,57318.31505925,57334.0,57304.0,1.19186224
151,2021-04-19 07:33:00,57249.0,57306.0,57306.0,57249.0,1.71588766
152,2021-04-19 07:32:00,57224.0,57249.0,57249.0,57224.0,5.76618674
153,2021-04-19 07:31:00,57303.0,57224.0,57303.0,57224.0,1.87150547
154,2021-04-19 07:30:00,57234.08716489,57305.0,57316.0,57234.08716489,12.53054128
155,2021-04-19 07:29:00,57151.41530628,57234.0,57234.0,57151.41530628,0.49570391999999996
156,2021-04-19 07:28:00,57128.0,57151.0,57151.0,57127.0,0.56370562
157,2021-04-19 07:27:00,57097.0,57098.0,57107.0,57096.0,0.09627878000000001
158,2021-04-19 07:26:00,57128.0,57097.0,57128.0,57096.0,0.26003579
159,2021-04-19 07:25:00,57089.0,57128.0,57128.0,57085.09312464,0.201206
160,2021-04-19 07:24:00,57044.0,57093.0,57093.0,57044.0,0.2762072
161,2021-04-19 07:23:00,57089.0,57044.0,57089.0,57040.0,0.23150814
162,2021-04-19 07:22:00,57067.0,57092.0,57092.0,57066.34723152,0.04609027
163,2021-04-19 07:21:00,57058.426938,57073.0,57078.0,57041.0,0.54937212
164,2021-04-19 07:20:00,57082.0,57058.0,57082.2750915,57058.0,0.49065590000000003
165,2021-04-19 07:19:00,57082.0,57079.5387071,57100.0,57071.0,3.10311279
166,2021-04-19 07:18:00,57106.0,57082.0,57124.0,57082.0,0.21375786
167,2021-04-19 07:17:00,57159.0,57107.0,57164.0,57107.0,0.5520760499999999
168,2021-04-19 07:16:00,57150.0,57167.0,57172.0,57135.0,1.32946148
169,2021-04-19 07:15:00,57177.0,57145.0,57177.0,57145.0,0.08959661
170,2021-04-19 07:14:00,57186.0,57183.0,57198.0,57175.0,1.56639456
171,2021-04-19 07:13:00,57143.25282456,57186.0,57186.0,57143.25282456,1.23687048
172,2021-04-19 07:12:00,57150.0,57097.0,57150.0,57096.0,0.2862
173,2021-04-19 07:11:00,57100.0,57150.0,57150.0,57065.0,1.88939638
174,2021-04-19 07:10:00,57100.0,57101.120125,57125.0,57100.0,0.09689008
175,2021-04-19 07:09:00,57169.0,57108.0,57169.0,57102.0,5.35520308
176,2021-04-19 07:08:00,57252.0,57169.0,57252.0,57169.0,5.17266299
177,2021-04-19 07:07:00,57194.0,57243.0,57243.0,57189.0,3.182056
178,2021-04-19 07:06:00,57217.10900096,57196.0,57228.0,57196.0,0.31516798
179,2021-04-19 07:05:00,57259.0,57217.10900096,57291.0,57217.0,4.26059001
180,2021-04-19 07:04:00,57317.0,57236.0,57317.0,57236.0,2.08372681
181,2021-04-19 07:03:00,57321.409717,57306.0,57330.0,57261.0,3.67443895
182,2021-04-19 07:02:00,57300.0,57306.0,57394.0,57299.01968167,4.54688614
183,2021-04-19 07:01:00,57244.0,57300.0,57300.0,57193.72371011,18.44542704
184,2021-04-19 07:00:00,57225.0,57244.0,57244.0,57178.0,3.04347379
185,2021-04-19 06:59:00,57244.0,57226.0,57244.0,57225.0,9.60433288
186,2021-04-19 06:58:00,57240.74728513,57244.0,57244.0,57202.0,25.67023531
187,2021-04-19 06:57:00,57155.0,57240.515362,57240.515362,57149.0,12.55726637
188,2021-04-19 06:56:00,56931.0,57158.0,57159.0,56931.0,24.66629403
189,2021-04-19 06:55:00,56847.0,56930.0,56931.0,56847.0,0.49731509
190,2021-04-19 06:54:00,56791.0,56847.0,56847.0,56791.0,0.30390861
191,2021-04-19 06:53:00,56753.0,56796.0,56797.0,56736.0,0.84100358
192,2021-04-19 06:52:00,56723.61572346,56760.0,56760.0,56716.0,0.48434257000000003
193,2021-04-19 06:51:00,56738.80376327,56723.61572346,56738.80376327,56723.61572346,0.47510031999999996
194,2021-04-19 06:50:00,56716.0,56755.57498907,56755.57498907,56716.0,8.50021829
195,2021-04-19 06:49:00,56736.0,56715.83904703,56736.0,56715.83904703,6.45207853
196,2021-04-19 06:48:00,56762.0,56736.16216,56762.0,56736.16216,0.42371837
197,2021-04-19 06:47:00,56735.2307712,56766.0,56775.0,56735.2307712,0.14046816
198,2021-04-19 06:46:00,56753.23755831,56735.0,56753.23755831,56732.0,0.76189564
199,2021-04-19 06:45:00,56784.0,56753.0,56807.0,56753.0,0.11270174
200,2021-04-19 06:44:00,56793.0,56783.0,56793.0,56761.0,1.13519178
201,2021-04-19 06:43:00,56769.0,56797.0,56809.0,56769.0,0.17678176
202,2021-04-19 06:42:00,56752.0,56767.0,56777.0,56752.0,0.95731369
203,2021-04-19 06:41:00,56811.96081,56753.0,56811.96081,56752.0,5.055786
204,2021-04-19 06:40:00,56822.0,56811.0,56822.0,56810.0,0.81551908
205,2021-04-19 06:39:00,56820.0,56822.0,56849.0,56811.0,1.05168999
206,2021-04-19 06:38:00,56820.0,56820.0,56825.0,56780.0,1.19915882
207,2021-04-19 06:37:00,56874.099984,56818.0,56874.099984,56808.0,2.46248362
208,2021-04-19 06:36:00,56870.0,56862.0,56919.0,56853.0,1.17914985
209,2021-04-19 06:35:00,56857.50271132,56870.55417414,56870.55417414,56840.0,0.14150714
210,2021-04-19 06:34:00,56837.0,56857.0,56857.0,56832.0,0.40858212
211,2021-04-19 06:33:00,56819.0,56832.0,56843.0,56817.0,2.21394056
212,2021-04-19 06:32:00,56771.0,56816.0,56843.16587854,56771.0,8.27887428
213,2021-04-19 06:31:00,56741.0,56771.0,56795.0,56721.0,8.36069326
214,2021-04-19 06:30:00,56773.0,56746.0,56773.0,56746.0,15.80516041
215,2021-04-19 06:29:00,56774.0,56775.0,56783.0,56774.0,0.11912456
216,2021-04-19 06:28:00,56755.82843875,56774.0,56774.0,56755.82843875,1.11914535
217,2021-04-19 06:27:00,56772.0,56755.0,56773.0,56755.0,19.25439452
218,2021-04-19 06:26:00,56787.0,56772.0,56819.0,56772.0,24.08156389
219,2021-04-19 06:25:00,56809.0,56779.0,56809.0,56752.0,1.04421881
220,2021-04-19 06:24:00,56801.0,56808.0,56824.0,56800.0,1.17822235
221,2021-04-19 06:23:00,56813.0,56800.0,56853.0,56800.0,6.86133466
222,2021-04-19 06:22:00,56833.0,56811.0,56869.0,56811.0,2.01338369
223,2021-04-19 06:21:00,56928.0,56829.0,56928.0,56821.0,11.775326960000001
224,2021-04-19 06:20:00,56894.0,56928.0,56932.0,56894.0,0.7199683
225,2021-04-19 06:19:00,56882.2426864,56903.0,56907.0,56879.0,1.3653919
226,2021-04-19 06:18:00,56799.36267005,56882.0,56882.0,56795.0,4.19421664
227,2021-04-19 06:17:00,56725.0,56814.0,56814.0,56721.0,4.07128866
228,2021-04-19 06:16:00,56698.0,56725.0,56743.0,56650.0,11.10601118
229,2021-04-19 06:15:00,56774.0,56694.0,56774.0,56688.0,5.63076247
230,2021-04-19 06:14:00,56784.0,56772.0,56811.0,56772.0,1.48926971
231,2021-04-19 06:13:00,56797.0,56783.703584,56811.0,56783.0,1.74978714
232,2021-04-19 06:12:00,56732.08273926,56793.0,56831.0,56712.0,51.08455737
233,2021-04-19 06:11:00,56676.0,56732.0,56732.0,56661.134242,2.4616251
234,2021-04-19 06:10:00,56597.0,56672.0,56672.0,56597.0,4.16992586
235,2021-04-19 06:09:00,56670.0,56597.0,56670.0,56597.0,28.79227807
236,2021-04-19 06:08:00,56663.0,56669.0,56689.7358054,56663.0,3.99872983
237,2021-04-19 06:07:00,56675.0,56667.0,56676.0,56662.0,9.94494304
238,2021-04-19 06:06:00,56667.0,56675.0,56690.0,56664.0,1.58151808
239,2021-04-19 06:05:00,56638.0,56666.0,56710.08044354,56637.0,55.794917149999996
240,2021-04-19 06:04:00,56594.0,56637.0,56645.0,56594.0,51.47429098
241,2021-04-19 06:03:00,56597.0,56595.0,56598.0,56566.0,2.18698354
242,2021-04-19 06:02:00,56608.0,56594.0,56619.0,56586.0,0.56106877
243,2021-04-19 06:01:00,56588.0126147,56596.0,56601.17679232,56581.0,1.10491136
244,2021-04-19 06:00:00,56515.0,56588.0,56589.0,56505.53271322,11.137807780000001
245,2021-04-19 05:59:00,56531.0,56516.0,56531.0,56515.0,1.05104475
246,2021-04-19 05:58:00,56555.0,56531.28843,56565.0,56531.0,2.14350979
247,2021-04-19 05:57:00,56565.0,56557.0,56580.0,56548.0,0.2378349
248,2021-04-19 05:56:00,56523.0,56574.0,56574.0,56523.0,0.49173158
249,2021-04-19 05:55:00,56648.0,56523.0,56648.0,56501.0,2.71442733
250,2021-04-19 05:54:00,56649.0,56654.0,56666.0,56640.0,1.56380823
251,2021-04-19 05:53:00,56731.11722,56662.9377195,56732.0,56650.0,1.1073
252,2021-04-19 05:52:00,56688.0,56720.0,56739.0,56688.0,0.58895377
253,2021-04-19 05:51:00,56749.0,56688.0,56749.0,56674.0,2.86545264
254,2021-04-19 05:50:00,56797.0,56736.0,56798.0,56736.0,2.54343278
255,2021-04-19 05:49:00,56829.0,56797.0,56830.0,56797.0,23.99993727
256,2021-04-19 05:48:00,56863.0,56829.0,56863.0,56829.0,22.32028666
257,2021-04-19 05:47:00,56863.0,56863.030874,56863.030874,56863.0,6.98123237
258,2021-04-19 05:46:00,56777.0,56863.0,56863.0,56777.0,4.59391443
259,2021-04-19 05:45:00,56772.86472949,56777.0,56832.0,56772.86472949,15.38648091
260,2021-04-19 05:44:00,56668.864876,56772.84951,56772.84951,56668.864876,3.69946712
261,2021-04-19 05:43:00,56667.95984937,56668.864876,56670.0,56667.95984937,1.467371
262,2021-04-19 05:42:00,56662.0,56667.0,56667.944658,56662.0,1.17236616
263,2021-04-19 05:41:00,56637.0,56655.0,56655.0,56637.0,0.520124
264,2021-04-19 05:40:00,56628.0,56631.135938,56631.135938,56617.0,5.013609000000001
265,2021-04-19 05:39:00,56643.0,56619.0,56644.0,56618.0,6.524409009999999
266,2021-04-19 05:38:00,56645.0,56662.0,56667.0,56645.0,0.44537554
267,2021-04-19 05:37:00,56631.0,56638.0,56638.0,56619.0,0.52176252
268,2021-04-19 05:36:00,56641.0,56632.0,56651.811675,56632.0,0.57793308
269,2021-04-19 05:35:00,56594.0,56641.0,56641.0,56593.0,0.6314068
270,2021-04-19 05:34:00,56629.0,56594.0,56629.0,56587.0,1.44755956
271,2021-04-19 05:33:00,56591.0,56635.0,56635.0,56591.0,3.05770763
272,2021-04-19 05:32:00,56614.58217578,56588.0,56615.0,56582.0,1.49312518
273,2021-04-19 05:31:00,56609.0,56601.0,56609.0,56596.0,0.59415989
274,2021-04-19 05:30:00,56578.0,56609.0,56615.0,56577.0,0.71067888
275,2021-04-19 05:29:00,56609.0,56578.0,56610.0,56564.0,2.19600488
276,2021-04-19 05:28:00,56557.0,56589.0,56589.0,56551.0,0.32997417
277,2021-04-19 05:27:00,56522.0,56551.0,56551.0,56519.0,0.36958355
278,2021-04-19 05:26:00,56518.0,56522.0,56533.0,56518.0,0.4179
279,2021-04-19 05:25:00,56407.0,56496.0,56514.0,56407.0,1.2068734700000001
280,2021-04-19 05:24:00,56410.0,56407.0,56427.0,56406.0,1.0340566900000001
281,2021-04-19 05:23:00,56495.0,56415.0,56527.0,56409.0,1.43609318
282,2021-04-19 05:22:00,56433.0,56501.0,56517.0,56422.0,1.34423224
283,2021-04-19 05:21:00,56438.0,56438.03303428,56451.0,56305.0,44.28061092
284,2021-04-19 05:20:00,56495.0,56432.0,56519.0,56403.0,5.33528495
285,2021-04-19 05:19:00,56500.0,56490.0,56520.0,56468.0,3.67341216
286,2021-04-19 05:18:00,56636.0,56452.0,56636.0,56452.0,34.57658727
287,2021-04-19 05:17:00,56623.40602184,56638.0,56663.0,56620.0,0.9810000000000001
288,2021-04-19 05:16:00,56667.0,56626.0,56670.0,56623.40602184,1.81994007
289,2021-04-19 05:15:00,56741.0,56663.0,56743.0,56663.0,1.5132337200000001
290,2021-04-19 05:14:00,56739.0,56741.0,56744.0,56739.0,0.00714458
291,2021-04-19 05:13:00,56681.0,56729.0,56733.0,56668.0,1.089945
292,2021-04-19 05:12:00,56676.0,56681.0,56697.0,56676.0,1.171457
293,2021-04-19 05:11:00,56611.0,56655.0,56655.0,56611.0,2.6456172700000002
294,2021-04-19 05:10:00,56649.0,56629.0,56690.0,56544.0,11.28788775
295,2021-04-19 05:09:00,56738.0,56646.0,56747.0,56646.0,3.29264958
296,2021-04-19 05:08:00,56683.23193088,56739.0,56739.0,56682.0,2.6714024
297,2021-04-19 05:07:00,56680.0,56683.0,56688.0,56680.0,1.53003992
298,2021-04-19 05:06:00,56730.82935216,56680.0,56731.0,56680.0,2.45596132
299,2021-04-19 05:05:00,56845.0,56730.0,56845.281906,56727.0,2.32230977
300,2021-04-19 05:04:00,56911.0,56845.0,56911.0,56842.0,2.1888984000000002
301,2021-04-19 05:03:00,56911.0,56923.0,56923.0,56910.91842756,0.73337192
302,2021-04-19 05:02:00,56910.0,56911.0,56911.0,56909.0,0.16256
303,2021-04-19 05:01:00,56910.0,56909.0,56910.0,56909.0,0.07004669
304,2021-04-19 05:00:00,56920.0,56909.0,56920.0499576,56909.0,0.35120743
305,2021-04-19 04:59:00,56900.0,56918.0,56922.0,56900.0,3.24994583
306,2021-04-19 04:58:00,56891.0,56888.0,56899.0,56888.0,1.7894258
307,2021-04-19 04:57:00,56869.0,56892.0,56892.0,56864.0,0.17625299
308,2021-04-19 04:56:00,56845.0,56877.0,56897.0,56845.0,1.447594
309,2021-04-19 04:55:00,56896.0,56845.0,56923.0,56845.0,2.17082632
310,2021-04-19 04:54:00,56861.0,56905.397362,56905.397362,56844.0,4.36115389
311,2021-04-19 04:53:00,56866.0,56862.0,56866.0,56856.0,3.41310637
312,2021-04-19 04:52:00,56849.0,56864.0,56866.0,56849.0,1.544269
313,2021-04-19 04:51:00,56803.0,56849.0,56849.0,56801.0,1.51188305
314,2021-04-19 04:50:00,56819.0,56805.0,56828.0,56802.0,1.5932810000000002
315,2021-04-19 04:49:00,56855.0,56826.0,56863.0,56818.0,0.62430333
316,2021-04-19 04:48:00,56849.0,56856.0,56857.0,56835.0,1.09784911
317,2021-04-19 04:47:00,56780.0,56827.0,56855.620401,56780.0,2.30814773
318,2021-04-19 04:46:00,56724.0,56797.0,56799.0,56700.68572276,6.41635558
319,2021-04-19 04:45:00,56744.0,56724.0,56773.0,56724.0,3.02326418
320,2021-04-19 04:44:00,56757.0,56741.0,56759.914713,56721.0,6.83963486
321,2021-04-19 04:43:00,56794.0,56757.0,56808.0,56757.0,1.76326749
322,2021-04-19 04:42:00,56804.0,56796.0,56814.0,56758.0,5.00538393
323,2021-04-19 04:41:00,56804.0,56806.0,56820.0,56800.0,0.51212322
324,2021-04-19 04:40:00,56829.0,56804.0,56849.0,56804.0,2.28787481
325,2021-04-19 04:39:00,56866.0,56829.0,56866.0,56828.0,0.67882066
326,2021-04-19 04:38:00,56827.0,56853.0,56862.0,56827.0,1.23319905
327,2021-04-19 04:37:00,56864.0,56826.0,56864.0,56826.0,1.57048318
328,2021-04-19 04:36:00,56866.0,56855.0,56866.0,56853.0,6.14521325
329,2021-04-19 04:35:00,56842.0,56865.0,56866.0,56828.0,1.29984204
